id_Encuesta;Identificación;Género;Tipo de Cliente;Edad;Tipo de Viaje;Clase;Distancia de Vuelo;Servicio de wifi a bordo;Hora de salida/llegada conveniente;Facilidad de reserva en línea;Ubicación de la puerta;Comida y bebida;Embarque en línea;Comodidad del asiento;Entretenimiento a bordo;Servicio a bordo;Servicio de espacio para las piernas;Manejo de equipaje;Servicio de facturación;Servicio a bordo;Limpieza;Retraso en la salida en minutos;Retraso en la llegada en minutos;Satisfacción
169;106220;Femenino;Desleal Cliente;20;Negocios Viaje;Eco;471;4;5;4;4;3;4;3;3;4;3;4;5;4;3;0;0.0;neutral o insatisfecho/a
170;88134;Femenino;Leal Cliente;60;Negocios Viaje;Business;3823;2;2;1;2;4;4;4;5;5;4;5;3;5;3;1;0.0;satisfecho/a
171;64475;Masculino;Desleal Cliente;23;Negocios Viaje;Business;282;4;5;4;1;4;4;4;4;3;3;5;3;4;4;9;1.0;satisfecho/a
172;123812;Masculino;Desleal Cliente;25;Negocios Viaje;Business;544;3;5;3;1;2;3;2;2;4;2;5;4;4;2;0;0.0;neutral o insatisfecho/a
173;88893;Femenino;Leal Cliente;38;Negocios Viaje;Business;2955;3;3;3;3;3;5;5;4;4;4;4;3;4;3;0;0.0;satisfecho/a
174;31244;Femenino;Leal Cliente;40;Negocios Viaje;Business;2806;1;1;1;1;3;1;5;5;5;5;5;5;5;5;0;4.0;satisfecho/a
175;97762;Masculino;Leal Cliente;19;Personal Viaje;Eco;587;3;4;3;5;1;3;1;1;5;3;5;4;4;1;0;0.0;neutral o insatisfecho/a
176;59851;Femenino;Leal Cliente;61;Negocios Viaje;Business;2073;3;3;3;3;4;5;4;4;4;4;4;4;4;5;6;0.0;satisfecho/a
177;25137;Masculino;Leal Cliente;44;Personal Viaje;Eco;1249;3;4;3;3;5;3;5;5;5;2;3;4;4;5;25;6.0;neutral o insatisfecho/a
178;18412;Femenino;Leal Cliente;22;Personal Viaje;Eco;284;3;5;3;1;3;3;3;3;4;5;5;3;5;3;34;35.0;neutral o insatisfecho/a
179;87192;Femenino;Desleal Cliente;8;Negocios Viaje;Eco;946;2;2;2;2;3;2;3;3;1;5;3;4;3;3;2;0.0;neutral o insatisfecho/a
180;127062;Femenino;Leal Cliente;45;Negocios Viaje;Business;3947;3;4;4;4;3;4;4;3;3;3;3;4;3;3;25;16.0;neutral o insatisfecho/a
181;112169;Masculino;Leal Cliente;46;Personal Viaje;Eco;895;4;5;4;1;1;4;1;1;2;1;3;3;5;1;40;25.0;satisfecho/a
182;127798;Femenino;Leal Cliente;54;Negocios Viaje;Business;1634;3;2;5;2;4;4;4;3;3;3;3;3;3;1;90;77.0;neutral o insatisfecho/a
183;91778;Masculino;Leal Cliente;62;Personal Viaje;Eco;588;2;1;1;2;1;1;1;1;1;4;3;2;3;1;0;0.0;neutral o insatisfecho/a
184;42609;Femenino;Leal Cliente;25;Negocios Viaje;Business;2533;5;5;5;5;2;2;2;2;5;1;2;1;3;2;0;0.0;satisfecho/a
185;67482;Femenino;Leal Cliente;32;Personal Viaje;Eco;641;3;4;3;2;2;3;2;2;4;5;4;5;4;2;0;0.0;neutral o insatisfecho/a
186;91108;Femenino;Leal Cliente;65;Personal Viaje;Eco;581;4;4;4;2;4;4;4;1;1;4;1;4;1;5;1;3.0;neutral o insatisfecho/a
187;102318;Masculino;Desleal Cliente;40;Negocios Viaje;Business;223;2;2;2;4;2;2;2;2;4;4;4;3;5;2;0;0.0;neutral o insatisfecho/a
188;51281;Femenino;Leal Cliente;30;Negocios Viaje;Eco Plus;326;0;0;0;5;2;0;2;2;4;1;3;4;5;2;0;0.0;satisfecho/a
189;6528;Femenino;Leal Cliente;67;Personal Viaje;Eco;599;3;1;3;2;1;1;2;3;3;3;3;2;3;1;0;0.0;neutral o insatisfecho/a
190;121232;Masculino;Leal Cliente;51;Negocios Viaje;Business;2075;5;5;5;5;2;5;5;5;5;5;5;3;5;3;0;0.0;satisfecho/a
191;72478;Femenino;Leal Cliente;47;Negocios Viaje;Business;964;5;5;4;5;5;4;5;5;5;5;5;4;5;3;1;3.0;satisfecho/a
192;122788;Femenino;Leal Cliente;38;Negocios Viaje;Eco;599;1;4;4;4;1;1;1;1;2;3;3;3;3;1;8;0.0;neutral o insatisfecho/a
193;5528;Masculino;Leal Cliente;54;Negocios Viaje;Business;3138;1;1;1;1;5;5;4;4;4;4;4;3;4;4;0;0.0;satisfecho/a
194;107726;Femenino;Leal Cliente;57;Personal Viaje;Eco;251;1;5;0;5;3;2;3;1;1;0;3;5;1;3;0;4.0;neutral o insatisfecho/a
195;72606;Masculino;Leal Cliente;13;Personal Viaje;Eco;1119;1;5;1;3;2;1;2;2;3;4;4;5;5;2;0;0.0;neutral o insatisfecho/a
196;75522;Femenino;Desleal Cliente;20;Negocios Viaje;Eco;337;4;0;4;3;4;4;4;4;3;5;4;4;5;4;0;0.0;satisfecho/a
197;125687;Femenino;Leal Cliente;45;Negocios Viaje;Business;759;2;2;2;2;2;2;1;2;2;2;2;3;2;4;23;94.0;neutral o insatisfecho/a
198;79908;Femenino;Leal Cliente;51;Negocios Viaje;Business;2344;2;2;2;2;3;4;5;3;3;3;3;3;3;3;0;0.0;satisfecho/a
199;117345;Masculino;Desleal Cliente;25;Negocios Viaje;Business;296;0;0;0;3;2;0;2;2;4;4;4;5;5;2;0;0.0;satisfecho/a
200;73465;Femenino;Leal Cliente;39;Personal Viaje;Eco;1005;1;4;2;3;2;1;5;5;2;4;5;5;4;5;168;163.0;neutral o insatisfecho/a
201;95851;Femenino;Leal Cliente;46;Negocios Viaje;Business;580;3;3;3;3;3;5;4;4;4;4;4;3;4;5;18;16.0;satisfecho/a
202;44992;Masculino;Leal Cliente;53;Negocios Viaje;Eco;359;1;3;3;3;1;1;1;1;1;2;3;4;4;1;0;0.0;neutral o insatisfecho/a
203;70631;Femenino;Leal Cliente;61;Personal Viaje;Eco;1217;0;4;0;1;5;5;5;4;4;0;4;4;4;4;0;0.0;satisfecho/a
204;13761;Femenino;Leal Cliente;61;Negocios Viaje;Eco Plus;384;4;5;5;5;3;3;2;4;4;4;4;3;4;5;96;102.0;satisfecho/a
205;74968;Masculino;Leal Cliente;16;Personal Viaje;Eco;2586;3;5;3;4;4;3;4;4;5;2;4;5;4;4;45;42.0;neutral o insatisfecho/a
206;12371;Femenino;Leal Cliente;44;Negocios Viaje;Business;2903;2;1;1;1;2;3;3;2;2;2;2;3;2;1;0;1.0;neutral o insatisfecho/a
207;8378;Femenino;Leal Cliente;17;Negocios Viaje;Business;3170;5;5;5;5;5;5;5;5;1;3;3;1;5;5;16;0.0;satisfecho/a
208;82080;Femenino;Leal Cliente;50;Negocios Viaje;Eco;1276;2;2;2;2;4;2;3;2;2;2;2;1;2;1;35;49.0;neutral o insatisfecho/a
209;107972;Femenino;Desleal Cliente;40;Negocios Viaje;Business;825;4;4;4;3;5;4;5;5;5;3;4;3;5;5;0;4.0;satisfecho/a
210;101228;Masculino;Leal Cliente;47;Negocios Viaje;Business;2204;5;5;5;5;4;4;4;2;2;2;2;4;2;3;6;0.0;satisfecho/a
211;85577;Femenino;Leal Cliente;80;Negocios Viaje;Business;3464;1;1;1;1;2;4;4;4;4;4;4;5;4;4;0;0.0;satisfecho/a
212;2717;Femenino;Leal Cliente;38;Personal Viaje;Eco;562;5;3;5;3;4;5;4;4;1;1;3;4;3;4;0;0.0;satisfecho/a
213;88529;Masculino;Leal Cliente;31;Personal Viaje;Eco;404;5;1;5;3;3;5;3;3;4;2;4;4;4;3;0;0.0;satisfecho/a
214;91613;Masculino;Leal Cliente;59;Negocios Viaje;Business;1199;4;2;2;2;5;4;4;4;4;4;4;3;4;1;0;15.0;neutral o insatisfecho/a
215;88865;Femenino;Leal Cliente;22;Negocios Viaje;Business;1968;4;4;4;4;4;4;4;4;1;2;3;4;4;4;0;0.0;neutral o insatisfecho/a
216;96960;Femenino;Leal Cliente;53;Negocios Viaje;Business;2560;5;5;5;5;5;4;5;3;3;3;3;3;3;3;0;3.0;satisfecho/a
217;51191;Femenino;Leal Cliente;56;Negocios Viaje;Eco Plus;308;4;2;2;2;5;3;4;4;4;4;4;5;4;2;0;0.0;satisfecho/a
218;9461;Femenino;Leal Cliente;48;Personal Viaje;Eco;362;4;4;5;3;2;4;5;3;3;5;3;5;3;4;0;0.0;neutral o insatisfecho/a
219;66384;Masculino;Desleal Cliente;38;Negocios Viaje;Business;1562;3;3;3;5;2;3;2;2;5;2;5;3;4;2;2;25.0;neutral o insatisfecho/a
220;41934;Masculino;Leal Cliente;64;Personal Viaje;Eco;129;1;0;1;2;1;1;1;1;3;2;5;4;4;1;13;9.0;neutral o insatisfecho/a
221;25381;Masculino;Leal Cliente;67;Personal Viaje;Eco;591;2;4;2;3;5;2;3;5;4;4;4;3;5;5;0;0.0;neutral o insatisfecho/a
222;14757;Femenino;Leal Cliente;62;Negocios Viaje;Business;3692;2;2;4;2;3;4;2;4;4;4;4;1;4;2;0;0.0;satisfecho/a
223;94013;Masculino;Leal Cliente;57;Negocios Viaje;Business;1859;1;1;1;1;2;5;5;4;4;4;4;5;4;5;16;15.0;satisfecho/a
224;80107;Femenino;Desleal Cliente;27;Negocios Viaje;Eco;986;2;1;1;3;1;2;1;1;1;5;1;1;3;1;24;32.0;neutral o insatisfecho/a
225;23590;Femenino;Desleal Cliente;25;Negocios Viaje;Eco;1024;1;1;1;3;5;1;5;5;1;4;4;1;4;5;13;11.0;neutral o insatisfecho/a
226;110384;Femenino;Leal Cliente;52;Negocios Viaje;Eco;919;3;4;4;4;3;2;2;3;3;3;3;1;3;1;85;72.0;neutral o insatisfecho/a
227;15069;Femenino;Leal Cliente;45;Negocios Viaje;Eco Plus;576;4;2;2;2;3;1;3;4;4;4;4;5;4;2;0;0.0;satisfecho/a
228;17128;Femenino;Desleal Cliente;23;Negocios Viaje;Eco;423;3;3;3;3;1;3;1;1;2;2;3;3;3;1;6;13.0;neutral o insatisfecho/a
229;54060;Masculino;Leal Cliente;55;Negocios Viaje;Eco;1416;5;2;2;2;5;5;5;5;4;3;5;2;5;5;1;0.0;satisfecho/a
230;129240;Masculino;Leal Cliente;53;Negocios Viaje;Business;1464;3;2;2;2;5;4;4;3;3;3;3;3;3;3;0;0.0;neutral o insatisfecho/a
231;97165;Femenino;Leal Cliente;9;Personal Viaje;Eco;715;4;4;4;3;1;4;1;1;5;4;4;4;4;1;11;4.0;satisfecho/a
232;111696;Masculino;Leal Cliente;33;Negocios Viaje;Business;541;2;2;3;2;4;4;4;4;5;2;5;3;4;4;86;85.0;satisfecho/a
233;1887;Masculino;Desleal Cliente;64;Negocios Viaje;Business;293;3;3;3;3;3;3;3;3;4;4;4;4;4;3;3;0.0;neutral o insatisfecho/a
234;89086;Femenino;Desleal Cliente;8;Negocios Viaje;Eco;2092;2;3;3;3;4;2;4;4;4;3;3;3;3;4;26;23.0;neutral o insatisfecho/a
235;35485;Masculino;Leal Cliente;34;Personal Viaje;Eco;1053;4;4;4;1;3;4;3;3;3;2;5;3;5;3;34;15.0;neutral o insatisfecho/a
236;35719;Masculino;Leal Cliente;59;Personal Viaje;Eco;2521;1;1;1;3;1;3;5;2;3;3;2;5;2;5;0;2.0;neutral o insatisfecho/a
237;85669;Femenino;Leal Cliente;13;Negocios Viaje;Business;2544;3;1;3;3;3;3;3;3;4;3;4;3;3;3;0;0.0;neutral o insatisfecho/a
238;1137;Masculino;Leal Cliente;44;Personal Viaje;Eco;158;4;4;4;2;2;4;2;2;2;5;1;4;5;2;0;0.0;neutral o insatisfecho/a
239;8358;Masculino;Leal Cliente;54;Negocios Viaje;Business;1741;1;1;1;1;4;4;5;4;4;4;4;4;4;3;0;0.0;satisfecho/a
240;17217;Masculino;Leal Cliente;36;Negocios Viaje;Business;2651;4;4;4;4;3;4;4;5;5;5;5;5;5;3;10;0.0;satisfecho/a
241;44847;Femenino;Leal Cliente;11;Personal Viaje;Eco;760;3;5;3;1;5;3;5;5;3;5;5;4;4;5;102;88.0;neutral o insatisfecho/a
242;96673;Femenino;Leal Cliente;32;Personal Viaje;Eco;1036;1;5;1;2;5;1;5;5;5;5;5;5;4;5;12;9.0;neutral o insatisfecho/a
243;80152;Masculino;Leal Cliente;42;Negocios Viaje;Eco;2586;1;3;3;3;1;1;1;3;5;2;3;1;4;1;0;0.0;neutral o insatisfecho/a
244;82277;Femenino;Desleal Cliente;27;Negocios Viaje;Eco;1081;1;1;1;4;2;1;2;2;1;5;3;3;1;2;4;0.0;neutral o insatisfecho/a
245;123927;Masculino;Leal Cliente;33;Personal Viaje;Eco;646;2;4;2;3;3;2;3;3;4;1;3;2;5;3;1;0.0;neutral o insatisfecho/a
246;115766;Femenino;Leal Cliente;28;Negocios Viaje;Business;308;1;3;3;3;1;1;1;1;3;3;3;3;3;1;0;0.0;neutral o insatisfecho/a
247;21134;Masculino;Leal Cliente;44;Personal Viaje;Eco;227;4;5;0;1;2;0;2;2;3;4;4;5;5;2;0;0.0;satisfecho/a
248;112062;Masculino;Desleal Cliente;49;Negocios Viaje;Eco;1754;3;3;3;3;4;3;5;4;1;4;3;4;4;4;33;28.0;neutral o insatisfecho/a
249;28643;Masculino;Leal Cliente;59;Negocios Viaje;Business;2176;2;3;2;2;3;5;2;5;5;5;5;4;5;4;5;0.0;satisfecho/a
250;108010;Masculino;Desleal Cliente;20;Negocios Viaje;Business;271;0;0;0;1;1;0;1;1;5;4;4;4;4;1;0;0.0;satisfecho/a
251;92145;Femenino;Leal Cliente;46;Negocios Viaje;Business;1522;3;2;3;3;3;5;4;4;4;4;4;3;4;5;0;0.0;satisfecho/a
252;115846;Masculino;Leal Cliente;36;Negocios Viaje;Eco;325;5;5;5;5;5;5;5;5;1;5;3;1;3;5;0;0.0;satisfecho/a
253;99685;Femenino;Leal Cliente;62;Negocios Viaje;Business;3217;2;2;2;2;5;4;4;4;4;4;4;4;4;5;19;16.0;satisfecho/a
254;112072;Masculino;Leal Cliente;59;Negocios Viaje;Business;1491;3;3;3;3;2;4;4;3;3;2;3;4;3;3;15;14.0;satisfecho/a
255;119226;Femenino;Leal Cliente;29;Personal Viaje;Eco;331;3;4;3;4;3;3;3;3;5;4;2;2;4;3;0;0.0;neutral o insatisfecho/a
256;115925;Femenino;Desleal Cliente;41;Negocios Viaje;Business;371;2;2;2;1;1;2;1;1;4;4;2;1;1;1;35;30.0;neutral o insatisfecho/a
257;106552;Masculino;Leal Cliente;7;Personal Viaje;Eco;727;1;5;1;3;4;1;4;4;4;1;1;5;4;4;0;0.0;neutral o insatisfecho/a
258;25126;Femenino;Leal Cliente;65;Personal Viaje;Business;1249;3;5;3;2;4;4;4;3;3;3;3;4;3;5;40;44.0;neutral o insatisfecho/a
259;33426;Masculino;Leal Cliente;50;Negocios Viaje;Business;2614;2;2;2;2;5;4;4;2;4;4;2;4;2;4;0;9.0;satisfecho/a
260;125844;Femenino;Leal Cliente;20;Negocios Viaje;Eco;951;2;3;3;3;2;2;4;2;3;5;3;1;4;2;57;41.0;neutral o insatisfecho/a
261;70328;Femenino;Leal Cliente;58;Negocios Viaje;Business;2498;3;3;3;3;4;4;4;5;5;5;5;4;5;3;0;0.0;satisfecho/a
262;88847;Femenino;Leal Cliente;45;Personal Viaje;Eco Plus;545;2;5;2;2;4;1;1;2;2;2;4;4;2;3;14;20.0;neutral o insatisfecho/a
263;108398;Masculino;Leal Cliente;46;Personal Viaje;Eco Plus;1838;1;5;1;3;5;1;5;5;3;2;5;4;5;5;0;0.0;neutral o insatisfecho/a
264;97316;Femenino;Leal Cliente;43;Negocios Viaje;Business;3724;3;3;3;3;4;4;5;5;5;5;5;4;5;3;19;7.0;satisfecho/a
265;124811;Masculino;Desleal Cliente;26;Negocios Viaje;Business;280;2;2;2;2;2;2;2;2;2;3;2;2;3;2;0;6.0;neutral o insatisfecho/a
266;23012;Masculino;Leal Cliente;41;Negocios Viaje;Eco Plus;641;5;1;1;1;5;5;5;5;3;4;3;5;5;5;0;0.0;satisfecho/a
267;18088;Femenino;Leal Cliente;50;Personal Viaje;Eco;488;3;5;3;1;3;4;5;5;5;3;5;5;5;3;0;0.0;neutral o insatisfecho/a
268;37982;Masculino;Leal Cliente;38;Personal Viaje;Business;1237;3;4;3;1;4;3;4;5;5;3;5;5;5;5;6;0.0;neutral o insatisfecho/a
269;31332;Femenino;Desleal Cliente;38;Negocios Viaje;Eco;1062;1;1;1;2;3;1;3;3;4;1;4;5;3;3;0;0.0;neutral o insatisfecho/a
270;97455;Femenino;Leal Cliente;55;Negocios Viaje;Business;2699;2;2;2;2;2;5;4;3;3;3;3;4;3;4;0;3.0;satisfecho/a
271;28901;Femenino;Leal Cliente;49;Negocios Viaje;Business;679;1;1;1;1;2;5;4;4;4;4;4;2;4;1;51;71.0;satisfecho/a
272;107606;Masculino;Desleal Cliente;33;Negocios Viaje;Business;423;4;4;4;3;4;4;4;4;3;2;4;5;5;4;0;5.0;neutral o insatisfecho/a
273;53258;Femenino;Leal Cliente;57;Negocios Viaje;Business;4817;4;4;4;4;5;5;5;3;3;4;4;5;4;5;0;19.0;satisfecho/a
274;14292;Femenino;Leal Cliente;35;Negocios Viaje;Business;3833;3;3;3;3;3;2;3;5;5;5;5;4;5;4;0;3.0;satisfecho/a
275;68232;Femenino;Leal Cliente;40;Negocios Viaje;Business;2559;5;5;5;5;3;5;5;4;4;4;4;3;4;3;0;0.0;satisfecho/a
276;51224;Femenino;Desleal Cliente;37;Negocios Viaje;Eco Plus;373;4;4;4;4;3;4;3;3;4;4;1;1;1;3;0;0.0;neutral o insatisfecho/a
277;121386;Femenino;Leal Cliente;52;Personal Viaje;Eco;2279;2;5;2;3;2;4;2;5;3;4;5;2;4;2;17;79.0;neutral o insatisfecho/a
278;31668;Masculino;Leal Cliente;41;Negocios Viaje;Eco;862;2;2;2;2;2;2;2;2;3;5;2;3;3;2;0;0.0;satisfecho/a
279;24628;Femenino;Leal Cliente;14;Personal Viaje;Eco;666;3;3;3;2;3;1;1;4;2;1;5;1;4;1;243;251.0;neutral o insatisfecho/a
280;95876;Femenino;Leal Cliente;32;Negocios Viaje;Business;759;2;2;2;2;5;4;5;5;3;5;4;4;4;5;0;0.0;satisfecho/a
281;62793;Masculino;Leal Cliente;11;Personal Viaje;Eco;2338;2;4;2;3;2;1;1;3;2;4;5;1;4;1;152;151.0;neutral o insatisfecho/a
282;83516;Masculino;Leal Cliente;12;Personal Viaje;Eco;946;1;3;1;5;2;1;2;2;1;3;2;2;3;2;0;0.0;neutral o insatisfecho/a
283;13221;Masculino;Leal Cliente;41;Negocios Viaje;Eco;772;4;3;3;3;4;4;4;4;2;1;4;4;3;4;0;0.0;satisfecho/a
284;100404;Femenino;Desleal Cliente;45;Negocios Viaje;Business;1011;3;2;2;5;4;3;4;4;4;3;4;4;5;4;0;0.0;neutral o insatisfecho/a
285;121453;Masculino;Desleal Cliente;21;Negocios Viaje;Eco;257;2;0;2;4;5;2;1;5;1;5;1;4;5;5;0;1.0;neutral o insatisfecho/a
286;21454;Femenino;Leal Cliente;31;Negocios Viaje;Eco;164;2;3;3;3;2;2;2;2;3;3;3;1;3;2;0;0.0;neutral o insatisfecho/a
287;15937;Masculino;Leal Cliente;38;Negocios Viaje;Eco;166;4;3;2;3;4;4;4;4;5;5;4;4;5;4;17;17.0;satisfecho/a
288;70105;Masculino;Leal Cliente;40;Negocios Viaje;Business;2280;4;4;4;4;3;5;5;5;5;5;5;4;5;5;19;38.0;satisfecho/a
289;47540;Masculino;Leal Cliente;13;Personal Viaje;Eco;590;5;4;5;2;5;5;5;5;4;4;4;4;4;5;0;0.0;satisfecho/a
290;57561;Femenino;Leal Cliente;44;Negocios Viaje;Business;1597;2;2;2;2;3;4;4;2;2;2;2;5;2;4;0;5.0;satisfecho/a
291;124103;Femenino;Leal Cliente;66;Negocios Viaje;Business;2264;3;5;4;5;5;4;4;3;3;3;3;2;3;4;0;0.0;neutral o insatisfecho/a
292;125736;Femenino;Leal Cliente;30;Negocios Viaje;Eco Plus;814;5;5;5;5;5;5;5;5;3;2;1;2;3;5;0;0.0;satisfecho/a
293;93362;Masculino;Leal Cliente;44;Personal Viaje;Eco;1024;3;1;3;3;4;3;4;4;1;1;4;3;3;4;2;0.0;neutral o insatisfecho/a
294;95429;Femenino;Leal Cliente;53;Negocios Viaje;Business;3276;0;5;0;4;4;5;4;3;3;3;3;5;3;5;0;0.0;satisfecho/a
295;106943;Femenino;Leal Cliente;37;Negocios Viaje;Business;2567;2;2;4;2;4;4;4;5;5;5;5;3;5;5;0;12.0;satisfecho/a
296;100691;Femenino;Leal Cliente;39;Personal Viaje;Eco;889;2;5;2;3;3;2;3;3;3;3;4;3;4;3;38;30.0;neutral o insatisfecho/a
297;119948;Masculino;Desleal Cliente;29;Negocios Viaje;Business;1009;2;2;2;4;3;2;3;3;3;5;4;5;4;3;0;0.0;neutral o insatisfecho/a
298;15778;Masculino;Leal Cliente;38;Negocios Viaje;Eco;198;4;5;5;5;4;4;4;4;3;4;4;4;3;4;42;65.0;neutral o insatisfecho/a
299;68342;Masculino;Leal Cliente;59;Negocios Viaje;Business;1598;3;3;3;3;4;3;4;5;5;5;5;3;5;5;0;0.0;satisfecho/a
300;24665;Masculino;Leal Cliente;19;Personal Viaje;Eco;873;1;0;1;3;4;1;4;4;3;4;4;3;5;4;57;65.0;neutral o insatisfecho/a
301;81029;Femenino;Leal Cliente;39;Negocios Viaje;Business;1399;4;4;2;4;4;4;5;5;5;5;5;3;5;5;16;4.0;satisfecho/a
302;70371;Masculino;Leal Cliente;22;Personal Viaje;Eco;1145;3;5;3;1;4;3;4;4;5;2;4;5;5;4;0;10.0;neutral o insatisfecho/a
303;1386;Masculino;Leal Cliente;50;Personal Viaje;Eco Plus;282;0;4;0;5;4;0;3;4;4;4;4;3;4;4;18;10.0;satisfecho/a
304;35225;Masculino;Leal Cliente;22;Negocios Viaje;Eco;1076;5;1;1;1;5;5;5;5;3;1;2;2;1;5;47;62.0;satisfecho/a
305;86204;Masculino;Leal Cliente;56;Negocios Viaje;Business;3927;4;4;4;4;5;5;5;4;4;4;4;4;4;4;0;1.0;satisfecho/a
306;126370;Masculino;Leal Cliente;39;Personal Viaje;Eco;507;3;5;4;2;4;4;4;4;5;5;4;3;5;4;0;0.0;neutral o insatisfecho/a
307;116184;Masculino;Leal Cliente;29;Personal Viaje;Eco;325;4;3;4;4;5;4;5;5;2;5;4;3;4;5;0;0.0;satisfecho/a
308;89613;Masculino;Leal Cliente;42;Negocios Viaje;Business;3404;5;5;5;5;3;5;4;5;5;5;5;3;5;3;8;0.0;satisfecho/a
309;99020;Masculino;Leal Cliente;56;Negocios Viaje;Business;2387;4;4;4;4;2;5;4;3;3;4;3;4;3;3;33;21.0;satisfecho/a
310;18463;Masculino;Leal Cliente;27;Negocios Viaje;Business;192;3;3;3;3;4;4;3;4;2;3;2;1;3;4;0;1.0;satisfecho/a
311;96637;Femenino;Desleal Cliente;21;Negocios Viaje;Eco;972;2;2;2;3;4;2;4;4;5;4;5;3;5;4;0;0.0;neutral o insatisfecho/a
312;114678;Femenino;Leal Cliente;42;Negocios Viaje;Business;362;1;1;1;1;4;5;4;5;5;4;5;4;5;5;0;17.0;satisfecho/a
313;97639;Femenino;Leal Cliente;48;Negocios Viaje;Business;1587;1;1;1;1;5;4;5;4;4;4;4;4;4;3;60;68.0;satisfecho/a
314;75061;Masculino;Leal Cliente;53;Negocios Viaje;Business;2611;4;5;4;4;4;3;5;4;4;4;4;3;4;4;0;0.0;satisfecho/a
315;51744;Femenino;Leal Cliente;64;Personal Viaje;Eco;651;4;5;4;4;2;4;4;2;2;4;2;3;2;5;0;0.0;neutral o insatisfecho/a
316;44413;Femenino;Leal Cliente;49;Personal Viaje;Eco;342;3;4;3;2;4;4;4;4;4;3;4;3;4;5;0;0.0;neutral o insatisfecho/a
317;2389;Femenino;Leal Cliente;49;Negocios Viaje;Business;1625;5;5;5;5;4;4;4;5;5;5;5;4;5;5;0;4.0;satisfecho/a
318;105062;Masculino;Leal Cliente;23;Personal Viaje;Eco Plus;361;2;4;3;2;3;3;3;3;5;5;4;4;5;3;0;0.0;neutral o insatisfecho/a
319;91464;Masculino;Leal Cliente;50;Negocios Viaje;Business;3511;3;5;3;5;1;1;1;3;3;3;3;4;3;3;0;29.0;neutral o insatisfecho/a
320;55721;Masculino;Leal Cliente;51;Personal Viaje;Eco Plus;927;1;4;1;3;2;1;5;2;3;5;4;4;4;2;0;0.0;neutral o insatisfecho/a
321;65726;Masculino;Leal Cliente;34;Negocios Viaje;Business;3666;4;4;4;4;5;4;5;5;5;5;5;3;5;3;0;0.0;satisfecho/a
322;8473;Femenino;Leal Cliente;49;Negocios Viaje;Business;1187;1;1;1;1;3;5;4;3;3;3;3;4;3;3;33;40.0;satisfecho/a
323;13488;Femenino;Leal Cliente;56;Negocios Viaje;Eco;106;5;2;2;2;4;1;2;5;5;5;5;4;5;3;11;4.0;satisfecho/a
324;58611;Masculino;Leal Cliente;46;Negocios Viaje;Business;235;2;2;2;2;3;5;4;4;4;4;4;3;4;3;24;24.0;satisfecho/a
325;39607;Masculino;Leal Cliente;25;Personal Viaje;Eco;965;2;5;2;1;2;2;2;2;4;4;4;4;5;2;0;0.0;neutral o insatisfecho/a
326;41704;Femenino;Leal Cliente;68;Personal Viaje;Eco Plus;936;3;4;3;1;4;4;5;5;5;3;5;4;5;4;0;0.0;neutral o insatisfecho/a
327;126579;Femenino;Leal Cliente;10;Personal Viaje;Eco;1558;2;4;2;2;1;2;1;1;3;2;3;4;4;1;91;93.0;neutral o insatisfecho/a
328;44232;Femenino;Leal Cliente;44;Negocios Viaje;Eco;222;4;1;1;1;2;5;5;3;3;4;3;4;3;3;0;0.0;satisfecho/a
329;44021;Masculino;Leal Cliente;61;Personal Viaje;Business;680;4;4;4;1;3;4;4;1;1;4;2;4;1;3;2;0.0;neutral o insatisfecho/a
330;67502;Femenino;Leal Cliente;18;Personal Viaje;Eco Plus;641;3;4;3;1;4;3;1;4;2;1;1;2;4;4;13;1.0;neutral o insatisfecho/a
331;19525;Femenino;Leal Cliente;58;Negocios Viaje;Business;3065;0;5;0;3;4;4;4;2;2;2;2;4;2;3;0;0.0;satisfecho/a
332;110015;Femenino;Leal Cliente;58;Negocios Viaje;Business;3736;2;1;1;1;2;2;2;2;2;3;2;2;2;3;52;41.0;neutral o insatisfecho/a
333;30960;Masculino;Leal Cliente;64;Personal Viaje;Eco;1024;4;4;4;2;4;4;4;4;3;2;5;5;4;4;12;5.0;neutral o insatisfecho/a
334;2153;Masculino;Leal Cliente;66;Personal Viaje;Business;685;2;4;2;1;5;4;5;3;3;2;3;5;3;4;0;0.0;neutral o insatisfecho/a
335;115097;Femenino;Desleal Cliente;21;Negocios Viaje;Business;296;4;0;4;4;4;4;5;4;4;3;5;4;4;4;19;12.0;satisfecho/a
336;63204;Masculino;Leal Cliente;39;Negocios Viaje;Business;337;4;4;4;4;2;5;4;5;5;5;5;4;5;4;5;0.0;satisfecho/a
337;113849;Masculino;Leal Cliente;50;Negocios Viaje;Business;1363;2;2;2;2;2;2;2;3;5;4;4;2;5;2;238;232.0;satisfecho/a
338;95508;Femenino;Leal Cliente;43;Negocios Viaje;Eco Plus;189;1;2;2;2;4;3;3;1;1;1;1;4;1;2;13;11.0;neutral o insatisfecho/a
339;112350;Masculino;Leal Cliente;41;Negocios Viaje;Business;1620;4;4;4;4;4;5;5;2;2;2;2;5;2;5;7;0.0;satisfecho/a
340;20650;Masculino;Leal Cliente;46;Negocios Viaje;Eco;552;4;4;4;4;4;4;4;4;3;3;2;2;3;4;4;0.0;satisfecho/a
